platform,signal,probe,status,finding,gap,risk,doc_quality,evidence
GCP,identity_granularity,"Brokered secrets: Secret Manager (versions, IAM-scoped, rotation) and injection into Cloud Run/GKE",present,"Secret Manager provides versioned secrets, per-secret IAM (roles/secretmanager.secretAccessor), CMEK, and rotation support (schedules + Pub/Sub rotation notifications). Access is default-deny: Cloud Run/GKE workloads cannot read a secret until the service identity is granted secretAccessor. Cloud Run can inject secrets as env vars OR as a mounted volume; volume mounts fetch the latest value at read time, env vars are resolved at instance start. GKE supports the Secret Manager add-on/CSI with automatic rotation pushed to pods.","Good primitives, opt-in hardening: secrets injected as environment variables are resolved at start and are exposed to anything that can read the process environment or a crash/debug dump — Google's own guidance prefers volume mounts for sensitive values, but env injection is the easy default many teams pick. Rotation is configurable but Secret Manager only notifies/schedules — the actual credential rotation logic is the customer's to implement (a rotation schedule alone does not change the secret). secretAccessor granted at project level (rather than per-secret) over-shares.",Env-var secret injection plus a broad project-level secretAccessor means a single compromised workload can read every secret in the project; this is the brokering layer guarding DB creds and API tokens for proprietary systems.,Documented,https://docs.cloud.google.com/run/docs/configuring/services/secrets and https://docs.cloud.google.com/secret-manager/docs/best-practices.
GCP,identity_granularity,Org-wide identity governance: IAM Recommender / Policy Intelligence least-privilege recommendations,present,"Policy Intelligence's IAM Recommender (Active Assist) uses ML over the last 90 days of permission usage to flag excess permissions and recommend removing/replacing over-broad roles with tighter predefined roles — and will suggest creating a project-level custom role when usage doesn't map to an existing role. Recommendations can be reviewed/applied at project, folder, and org scope, and exist for buckets, BigQuery datasets, etc. Complements org policy constraints (key restrictions, domain restrictions) for org-wide governance.","Recommender is advisory and observational, not preventive — it surfaces excess privilege after 90 days of telemetry but does not block over-grants at grant time, and findings must be reviewed and applied by humans. It needs usage history (cold/new principals or rarely-exercised break-glass roles produce weak signal), and it does not, by itself, inventory where long-lived SA keys exist (a separate SA-key audit concern). It mitigates, but does not close, the basic-role footgun.",Over-broad grants persist for at least the observation window and indefinitely if recommendations go un-applied; the org carries excess-privilege debt against proprietary IP unless it operationalizes a review cadence.,Documented,https://docs.cloud.google.com/policy-intelligence/docs/role-recommendations-overview and https://docs.cloud.google.com/recommender/docs/iam-role-recommender.
GCP,identity_granularity,Google Cloud MCP / Gemini CLI tooling: self-service scoping and the broad-viewer problem,partial,"Google ships official Google Cloud MCP servers (remote and local) plus Gemini CLI integration. Auth uses Application Default Credentials (gcloud auth application-default login) to mint OIDC tokens / impersonate a service account; impersonation requires roles/iam.serviceAccountTokenCreator. Managed MCP servers use a dual-gate model: roles/mcp.toolUser to call the protocol (Gate 1) plus a separate data-access role like roles/logging.viewer (Gate 2). So tool access and data access are separable, and OAuth scopes constrain what the tool can do.","The self-service 'read-only' path inherits the basic-role problem: roles/viewer is itself a broad basic role spanning thousands of read permissions across all services, so an engineer granting themselves/an agent 'read-only' viewer for MCP exposure gets org-wide read of proprietary source, configs, and metadata — not a scoped read. The well-architected choice is a narrow predefined or custom read role per service (e.g. logging.viewer), but viewer is the obvious, broad default. ADC on a developer laptop also becomes a standing local credential file (a softer key-like footgun).",An agent/tool wired to roles/viewer for convenience can read across every project under the org; combined with an LLM in the loop this broadens the exposure surface for proprietary IP well beyond what the task needs.,Documented but Misleading,https://docs.cloud.google.com/mcp/authenticate-mcp and https://docs.cloud.google.com/mcp/configure-mcp-ai-application.
GCP,identity_granularity,"Compute Engine default service account: automatic Editor primitive-role grant at project creation, and the iam.automaticIamGrantsForDefaultServiceAccounts org-policy control plus its default-enforcement state for new organizations",partial,"When a project with Compute Engine (or App Engine) is created, a default service account (PROJECT_NUMBER-compute@developer.gserviceaccount.com) is created and, historically, automatically granted the broad Editor primitive role (roles/editor) on the whole project. Google now ships a boolean org-policy constraint, iam.automaticIamGrantsForDefaultServiceAccounts, which when enforced prevents the default SA from receiving any IAM role automatically at creation. Crucially this is DEFAULT-ENFORCED only for organizations created on or after May 3, 2024 under the 'secure-by-default organizations' security baseline (the docs say 'If you created your organization after May 3, 2024, this constraint is enforced by default'; the baseline bundle also includes disableServiceAccountKeyCreation/Upload, allowedPolicyMemberDomains, allowedContactDomains, restrictProtocolForwardingCreationForTypes, and uniformBucketLevelAccess). For any organization created BEFORE that date the constraint is NOT enforced by default and the Editor grant still happens silently. Two further sharp edges: (1) the baseline is NOT retroactive -- it only attaches to newly created orgs, so a multi-team org that predates May 2024 must enforce it manually across folders/projects; and (2) enforcing the constraint does not revoke an Editor role the default SA already holds -- Google explicitly tells you to 'replace the Editor role with less permissive roles' yourself, so existing projects remain over-privileged until manually remediated.","For the multi-team org context, the control is well-architected ONLY if the Organization was created on/after May 3, 2024. An org predating that date (the common case for established companies holding proprietary IP) inherits the legacy footgun: every new project's default SA silently gets project-wide Editor, and there is no automatic remediation of already-granted Editor on existing projects. The org must (a) enforce iam.automaticIamGrantsForDefaultServiceAccounts at the org node, and (b) run a separate sweep to strip pre-existing Editor grants -- neither happens by default, and the docs frame the constraint as forward-looking only.","Any VM or GKE node running as the default SA inherits Editor on the entire project. A single application-level compromise (RCE in a Vertex/GKE workload, SSRF reaching the metadata server) yields a token that can read/modify nearly all resources in the project -- read model weights from Cloud Storage, exfiltrate source from Cloud SQL/Secret Manager, alter firewall rules. Editor is the maximal blast-radius primitive role, so this converts a contained workload breach into a project-wide IP-exfiltration event.",Documented,"https://docs.cloud.google.com/iam/docs/service-account-types -- 'Depending on your organization policy configuration, the default service account might automatically be granted the Editor role on your project. We strongly recommend that you disable the automatic role grant by enforcing the iam.automaticIamGrantsForDefaultServiceAccounts organization policy constraint. If you created your organization after May 3, 2024, this constraint is enforced by default.' Baseline list and non-retroactivity: https://docs.cloud.google.com/resource-manager/docs/secure-by-default-organizations ('Google Cloud security baseline constraints are enforced for all organizations created on or after May 3, 2024.'). Default-on announcement: https://cloud.google.com/blog/products/identity-security/introducing-stronger-default-org-policies-for-our-customers"
GCP,identity_granularity,"Auto-attachment of the default service account to VMs and GKE nodes, and the access-scope layer (whether default workloads run with cloud-platform / over-broad scope unless suppressed)",partial,"The default SA is attached by default to any Compute Engine VM created via the gcloud CLI or Cloud Console when no service account is specified ('Attached by default to all VMs that you created by using the Google Cloud CLI or the Google Cloud console'), and GKE likewise uses the Compute Engine default service account as the node service account by default ('By default, GKE uses the Compute Engine default service account ... as the node service account'). On top of IAM there is a second, legacy authorization layer -- OAuth access scopes -- that gates which APIs the attached token may call. The gcloud/console default ('Allow default access') grants a restricted scope set (devstorage.read_only, logging.write, monitoring.write, service.management.readonly, servicecontrol, trace.append), NOT cloud-platform; however the console one-click 'Allow full access to all Cloud APIs' and many Terraform/API workflows set the cloud-platform scope, which removes the scope guardrail entirely and exposes the SA's full IAM (i.e. Editor, on a pre-May-2024 org) to the workload. Scopes are a coarse, deprecated mechanism: Google's own guidance is to stop relying on them and instead attach a least-privilege user-managed SA (or use Workload Identity Federation for GKE so pods get their own identity decoupled from the node).","The auto-attach default is the second half of the footgun and has no org-policy off-switch analogous to the Editor grant: there is no default-enforced constraint forcing new VMs/GKE node pools to use a least-privilege SA or to omit cloud-platform scope. compute.skipDefaultNetworkCreation has a network analogue in the baseline, but there is NO equivalent baseline constraint that suppresses default-SA attachment or caps access scopes -- it is left to per-resource discipline or third-party guardrails/CIS rules. The scope layer is also misleading as a safety net: it is widely set to cloud-platform by IaC and the console 'full access' button, and Google itself deprecates relying on scopes, so teams that 'trust the scope restriction' are often not actually restricted.","In a multi-team org, individual teams creating VMs/GKE clusters via Terraform or the console 'full access' path will, by default and without org-level prevention, attach the Editor-holding default SA with cloud-platform scope. The result is fleets of GPU/Vertex/GKE nodes each carrying a project-wide-Editor credential reachable from the metadata endpoint -- the canonical GCP lateral-movement and privilege-escalation primitive. Because suppression is opt-in per resource and not centrally default-enforced, a single team's omission re-introduces full blast radius regardless of org-wide intentions.",Documented,"VM auto-attach + GKE default node SA + scope layer: https://docs.cloud.google.com/compute/docs/access/service-accounts (default SA 'Attached by default to all VMs', and 'IAM restricts access to APIs based on the IAM roles ... Access scopes potentially further limit access to API methods'). GKE default: https://docs.cloud.google.com/kubernetes-engine/security/configure-node-service-accounts ('By default, GKE uses the Compute Engine default service account ... as the node service account' and recommends a custom least-privilege SA). Default-scope value via gcloud (devstorage.read_only baseline): https://docs.cloud.google.com/sdk/gcloud/reference/compute/instances/create"
GCP,identity_granularity,Org Policy constraints catalog: which high-value IAM/compute/storage hardening constraints are default-on for a fresh Organization vs must be explicitly applied,partial,"GCP has a deep, genuinely strong Org Policy constraint catalog (hundreds of predefined boolean/list constraints plus custom CEL constraints), and since the 'secure by default' baseline (organizations created on or after 2024-05-03) a fixed bundle of constraints is auto-enforced at org-creation time. That default baseline is identity/storage-leaning, NOT compute-hardening: it includes constraints/iam.managed.disableServiceAccountKeyCreation, constraints/iam.managed.disableServiceAccountKeyUpload, constraints/iam.automaticIamGrantsForDefaultServiceAccounts, constraints/iam.allowedPolicyMemberDomains, constraints/essentialcontacts.managed.allowedContactDomains, constraints/compute.managed.restrictProtocolForwardingCreationForTypes, and constraints/storage.uniformBucketLevelAccess. Crucially, the six constraints a rigorous reviewer expects most for a GPU/VM estate are split: iam.disableServiceAccountKeyCreation and iam.allowedPolicyMemberDomains ARE in the default baseline, but constraints/compute.vmExternalIpAccess, constraints/compute.requireOsLogin, constraints/compute.requireShieldedVm, and constraints/storage.publicAccessPrevention are NOT default-enforced and must be explicitly applied. For vmExternalIpAccess the doc is explicit that absent a policy 'all VM instances are allowed to use external IPv4 addresses' (allow-all default), and these baseline defaults do not retroactively apply to organizations created before the cutoff.","The default-on baseline stops at SA-key/domain/bucket-ACL hygiene and does not cover the highest-leverage compute exposure and host-integrity controls. For a multi-project org under one Organization holding proprietary IP, the four compute/storage constraints that most directly reduce blast radius (no public VM IPs, IAM-tied SSH via OS Login, Shielded VM attestation, public-access-prevention on buckets) are opt-in per the Org->Folder->Project hierarchy. A team can spin up an internet-exposed A3 GPU VM with a public IP and metadata SSH keys, or a publicly-readable bucket of model weights, in a project where no one applied these policies. Older orgs (pre-2024-05-03) get none of the baseline at all.","Exfiltration / lateral-movement exposure of proprietary IP (source, weights, internal docs): public-IP GPU/compute nodes are directly internet-reachable; absent storage.publicAccessPrevention a bucket can be made public by a project member; the controls that would prevent this are present and well-documented but require deliberate org/folder-level rollout rather than being inherited by default.",Documented,"https://cloud.google.com/resource-manager/docs/secure-by-default-organizations (security baseline constraint list + 2024-05-03 cutoff, existing orgs unaffected); blog https://cloud.google.com/blog/products/identity-security/introducing-stronger-default-org-policies-for-our-customers; constraint reference https://cloud.google.com/resource-manager/docs/organization-policy/org-policy-constraints (list of constraints with restrictive Google-managed defaults excludes compute.vmExternalIpAccess/requireOsLogin/requireShieldedVm and storage.publicAccessPrevention; vmExternalIpAccess default = all VMs allowed external IPv4)"
GCP,identity_granularity,"Compute identity/exposure footguns: OS Login vs metadata SSH keys, and external-IP-by-default, are opt-in not default-on",absent,"OS Login (constraints/compute.requireOsLogin) is the IAM-integrated SSH path where access is re-checked against IAM on every login attempt and is automatically revoked when IAM is removed. It is DISABLED by default; the default SSH access path is metadata-based SSH keys, where authorization is evaluated once at key-upload time and persists statically in instance/project metadata until manually removed. Requiring OS Login org-wide is an explicit opt-in (set enable-oslogin metadata or enforce the constraint at org/folder/project). Separately, constraints/compute.vmExternalIpAccess defaults to allow-all (every VM may receive an external IP), so internet exposure of compute is opt-out, not opt-in. Neither constraint is part of the secure-by-default baseline.","For a GPU/VM-heavy estate the default leaves two standard high-leverage footguns live: (1) static metadata SSH keys instead of IAM-tied, per-session-evaluated OS Login — a departing engineer's or leaked metadata key keeps host access until someone manually prunes it, with no automatic IAM-driven revocation; (2) VMs can be assigned public IPs by default, so an A3/A2 training node is internet-reachable unless a team deliberately removes the external IP or an admin enforces vmExternalIpAccess. Both are fixable with one Org Policy each, but the secure default points the wrong way for an org guarding proprietary IP.","Credential persistence and direct internet exposure of expensive GPU compute that may hold model weights / training data: leaked or orphaned metadata SSH keys grant durable host access decoupled from IAM, and default external IPs widen the attack surface of the compute fleet — exactly the nodes most attractive to an attacker after IP.",Documented but Misleading,"https://cloud.google.com/compute/docs/oslogin (OS Login disabled by default; metadata SSH keys are the default path; OS Login re-checks IAM 'for every login attempt' and revokes on IAM removal, vs metadata keys authorized once at upload); https://cloud.google.com/compute/docs/access/organization-policies (requireOsLogin / vmExternalIpAccess are opt-in constraints); https://cloud.google.com/resource-manager/docs/secure-by-default-organizations (baseline excludes both)"
GCP,identity_granularity,"Workload Identity Federation (GitHub Actions): attribute-condition / principalSet scoping correctness — does the documentation steer away from the over-broad mapping (repository_owner-only condition, organization-level principalSet) that silently grants cross-repo SA impersonation?",partial,"GCP documents the core risk explicitly and correctly. The deployment-pipelines guide carries a hard 'Warning': 'GitHub, GitLab SaaS, and HCP Terraform use a single issuer URL across all organizations and some of the claims embedded in OIDC tokens might not be unique to your organization. To help protect against spoofing threats, you must use an attribute condition that restricts access to tokens issued by your GitHub organization...' The best-practices page repeats it: a single issuer URL means 'it's insufficient to let Workload Identity Federation check a token's issuer URL,' so you must add an attribute condition checking the trusted tenant/org. So the pool-entry footgun (no condition at all => any GitHub repo on earth can enter the pool) is Documented. HOWEVER, the steering stops one level too high to actually prevent the catastrophic case. The canonical attribute-condition example shown is repository_OWNER-scoped: assertion.repository_owner=='ORGANIZATION'. That admits EVERY repo in your GitHub org — including a malicious/compromised repo or an attacker-created repo under the same org — into the pool. The narrower, correct scoping (per-exact-repo via attribute.repository, and per-branch via assertion.ref / attribute.ref) appears mainly in the principalSet IAM-binding step and in third-party guides, not as the headline default. The official google-github-actions/auth README's primary worked example also conditions only on repository_owner ('assertion.repository_owner == ${GITHUB_ORG}') and pushes exact-repo scoping into a later, easy-to-skip IAM binding ('attribute.repository/${REPO}'). The result: a keyless setup that copy-pastes the documented happy path is org-wide impersonable, not repo+branch-scoped.","The documented and tooling-default condition is repository_owner-scoped, which is org-wide trust, not the least-privilege repo+branch scoping a multi-team org holding proprietary IP needs. In a many-project Org with many teams pushing to a shared GitHub org, an org-level attribute condition plus an org-level (or absent-narrowing) principalSet binding means ANY repo's workflow — including a low-trust experimental repo, a compromised dependency's reusable workflow, or a pull_request workflow — can mint a token that impersonates the bound service account and reach whatever that SA can read (model weights, source, internal docs). The fix (attribute.repository for an exact repo, plus assertion.ref/attribute.ref for branch, plus *_id numeric variants) exists and is correct, but it is not the path of least resistance and is not surfaced as the default in the primary example. The failure mode is silent: the pipeline authenticates successfully, 'keyless' looks secure, and nothing signals that trust is org-wide rather than repo-scoped.","Silent, catastrophic cross-repo impersonation. A team copying the documented repository_owner condition believes it has scoped access; in reality every repo in the GitHub org (and anyone who can open a branch/PR in any such repo, if ref is not also pinned) can impersonate the Google service account and access the org's proprietary IP. Because there are no long-lived keys to leak, this misconfiguration produces no scary artifact and is unlikely to be caught in review.",Documented but Misleading,"https://docs.cloud.google.com/iam/docs/workload-identity-federation-with-deployment-pipelines — verbatim Warning: 'GitHub, GitLab SaaS, and HCP Terraform use a single issuer URL across all organizations ... To help protect against spoofing threats, you must use an attribute condition that restricts access to tokens issued by your GitHub organization...'; canonical condition example shown is 'assertion.repository_owner==""ORGANIZATION""' (org-level). Best-practices reinforcement: https://docs.cloud.google.com/iam/docs/best-practices-for-using-workload-identity-federation . google-github-actions/auth README CAUTION: 'Always add an Attribute Condition to restrict entry into the Workload Identity Pool' (https://github.com/google-github-actions/auth)."
GCP,identity_granularity,WIF GitHub Actions: does the documentation warn about pull_request-from-fork token minting and steer toward restricting by GitHub event/ref so a fork's PR workflow cannot obtain the OIDC token and impersonate the SA?,absent,"The GCP-side WIF documentation addresses tenant spoofing (single issuer URL) and branch pinning via assertion.ref (e.g. assertion.ref=='refs/heads/main'), and warns to prefer numeric *_id fields over name fields to avoid cybersquatting/typosquatting on deleted repos/orgs. But the GCP docs do not address the GitHub-Actions-specific fork/pull_request token-minting footgun: there is no 'fork', 'pull_request', or event-type guidance, and no warning that a workflow triggered by a pull_request (including from a fork, depending on workflow trigger config) can still receive an id-token and, if the attribute condition is only owner/ref-based or the ref isn't pinned, authenticate. The mitigation lives on the GitHub side (id-token permission scope, event/ref claims) and in the google-github-actions/auth troubleshooting docs, not in Google's IAM WIF guidance. Google's docs treat ref-pinning as optional hardening rather than calling out the concrete fork-PR attack path.","No GCP doc connects the attribute condition to GitHub's pull_request/fork trigger semantics. A team can pin repository_owner (or even attribute.repository) yet leave ref unpinned, so a workflow that runs on pull_request — potentially from a fork — can still mint a token accepted by the pool. The least-privilege story (pin exact repo AND branch AND, where relevant, event) is only fully achievable by combining Google's CEL conditions with GitHub-side knowledge that Google's docs do not provide.","A contributor (or attacker) opening a pull request can trigger a workflow that authenticates to Google Cloud as the bound service account if the condition is not also pinned to a trusted ref/event, exposing proprietary IP the SA can reach. This is the 'keyless looks secure' trap in its most exploitable form, and the GCP docs leave the reader to discover the fork/PR dimension elsewhere.",Discoverable,"https://docs.cloud.google.com/iam/docs/workload-identity-federation-with-deployment-pipelines — page shows branch pinning ('assertion.repository_owner==""ORGANIZATION"" && assertion.ref==""refs/heads/main""') and the cybersquatting 'Important' note ('Using ""name"" fields like repository and repository_owner increases the chances of cybersquatting and typosquatting attacks ... use the numeric *_id fields instead'), but contains no 'fork' / 'pull_request' / event-type warning. Tooling-side caution to add an attribute condition: https://github.com/google-github-actions/auth (and its docs/TROUBLESHOOTING.md)."
GCP,supply_chain,Container Registry (gcr.io) deprecation and shutdown — current registry state,present,"Container Registry (gcr.io) is fully deprecated and shut down. Per Google's timeline: writing to Container Registry became unavailable March 18, 2025; GKE lost the ability to read Container Registry-stored images June 3, 2025; and on October 14, 2025 all gcr.io URLs are served from Artifact Registry, with any images not copied to Artifact Registry becoming unavailable. gcr.io hostnames (gcr.io, us.gcr.io, eu.gcr.io, asia.gcr.io) are now backed by Artifact Registry 'gcr.io repositories', so existing pull URLs keep working without code changes. Artifact Registry is the single current registry service, supporting container images plus OS/language packages (Maven, npm, Python, etc.), per-repo IAM, CMEK, and VPC Service Controls perimeters.","The migration is a real operational hazard, not a feature gap: multi-team orgs with hardcoded gcr.io push targets, CI that writes to gcr.io, or IaC/admission policies referencing Container Registry hostnames silently broke at the March 2025 write cutoff and the October 2025 final cutover. Teams that never ran the automatic migration tool risk losing uncopied images. Per-repo IAM in Artifact Registry is stricter than the old project-wide gcr.io bucket model, so naive lift-and-shift can break pulls if repo-level roles aren't granted.","A team's build/deploy pipeline for proprietary model images breaks at a cutover date, or images are lost; mismatched IAM between the old bucket model and per-repo Artifact Registry roles causes either outage or accidental over-broad grants during migration.",Documented,"https://docs.cloud.google.com/artifact-registry/docs/transition/prepare-gcr-shutdown — 'Effective March 18, 2025, Container Registry is shut down and writing images to Container Registry is unavailable.' Timeline also at https://docs.cloud.google.com/kubernetes-engine/docs/deprecations/container-registry"
GCP,supply_chain,Binary Authorization — native deploy-time image signing/attestation gate (GKE and Cloud Run),present,"Binary Authorization is a genuine native admission-control gate for GKE, GKE Autopilot, Cloud Run, and Anthos. It verifies cryptographic attestations (signer's public key registered in an 'attestor') against the image digest at deploy time and can require images to originate from trusted registries. It supports two enforcement modes: 'Block and Audit Log' (real enforcement) and 'Dry Run: Audit Log Only' (logs violations but still admits, for safe rollout). It integrates with Artifact Analysis to build vulnerability-based allowlists. This is a real GCP differentiator — a first-party supply-chain admission gate, not a bolt-on.","It is opt-in and ships permissive: it is not enabled on clusters/services by default, and when first enabled the default rule is 'allow all images' — which 'mimics the behavior as if Binary Authorization wasn't enabled.' Teams must actively author allowlist/attestation rules to get any protection. The breakglass annotation lets an operator bypass the policy entirely (it only writes an audit-log entry), so enforcement is only as strong as monitoring of breakglass events. Each project/cluster configures its own policy, so org-wide guarantees require pairing with an org policy constraint to require Binary Authorization.","A team enables Binary Authorization for a compliance checkbox but leaves the default allow-all rule (or runs only in dry-run), so unsigned/untrusted images carrying proprietary weights deploy unimpeded; or an operator uses breakglass to ship an unverified image and no one alerts on the audit entry.",Documented but Misleading,"https://docs.cloud.google.com/binary-authorization/docs/key-concepts — 'Dry run mode is an enforcement mode in a policy that allows non-conformant images to be deployed, but writes details about the deployment to the Cloud Audit Logs.' Cloud Run enabling: https://cloud.google.com/binary-authorization/docs/run/enabling-binauthz-cloud-run"
GCP,supply_chain,Artifact Analysis — container vulnerability scanning (on-push + continuous),partial,"Artifact Analysis provides automatic on-push scanning of container images in Artifact Registry plus continuous re-evaluation as new CVE data arrives multiple times daily, with effective-severity scoring (Critical/High/Medium/Low) and fix-availability metadata that feeds Binary Authorization vulnerability allowlists. On-demand scanning is also available for CI pipelines before push.","Scanning is opt-in per project — the Container Scanning API must be explicitly enabled and is not on by default; language-package scanning is additionally disabled by default. Continuous monitoring silently stops 30 days after an image's last pull, so long-lived/rarely-pulled base images (a common pattern for golden AI/GPU images) accrue stale vuln data with no signal. It is activity-priced, so cost scales with push volume — a disincentive for blanket enablement across many projects. There is no org-wide 'scan everything' default; each team's project can ship unscanned.","A team's project never enables the scanning API, so proprietary images with known-exploitable CVEs deploy unscanned; or a long-lived golden GPU image stops being monitored 30 days after its last pull and silently drifts to stale CVE status.",Documented,"https://docs.cloud.google.com/artifact-analysis/docs/container-scanning-overview — 'When you enable the Artifact Analysis API, Artifact Analysis automatically begins scanning each new image as they are pushed... However, scanning is disabled by default for packages... Artifact Analysis continues to scan images and packages as long as they have been pulled within the last 30 days. After 30 days, metadata... will no longer be updated, and the results will be stale.'"
GCP,supply_chain,"Base image / OS patching responsibility — COS, GKE nodes, GPU/CUDA drivers",present,"Google provides hardened base images: Container-Optimized OS (COS, a minimal locked-down node OS) and GKE node images, and Google ships medium/high/critical security patches for core Kubernetes components, the node OS, and Google-managed bundled containers, surfaced via GKE security bulletins. GKE Autopilot fully manages node OS and GPU driver install. On GKE Standard with COS, GKE can auto-install a default NVIDIA GPU driver matched to the GKE version on node create/upgrade. Node auto-upgrade is the default on new GKE clusters.","Patching is a shared-responsibility split that is easy to misjudge. On GKE Standard the customer still owns the upgrade cadence (and can disable auto-upgrade), so an org running pinned node versions for GPU/driver stability defers OS CVE fixes onto itself. The NVIDIA GPU Operator path is explicitly NOT managed by GKE — driver/CUDA patching there is wholly the customer's. BYO/custom GCE images for Compute Engine A3/A2 GPU instances are entirely customer-patched. The boundary between 'Google patches' and 'you patch' shifts by cluster mode (Autopilot vs Standard) and driver-install method, which is a common source of unpatched-driver exposure.","A GPU team pins node versions or uses the NVIDIA GPU Operator and assumes Google patches the driver/OS, leaving kernel/CUDA CVEs unpatched on hosts processing proprietary model weights.",Documented,https://docs.cloud.google.com/kubernetes-engine/docs/concepts/gpus (GPU driver management) and GKE security bulletins https://docs.cloud.google.com/kubernetes-engine/security-bulletins
GCP,supply_chain,Shielded VM — secure boot / vTPM / integrity monitoring defaults,partial,"Shielded VM offers UEFI firmware, Secure Boot, vTPM-backed Measured Boot, and integrity monitoring. On Shielded VM images, Compute Engine enables vTPM and integrity monitoring by default. Many Google public images are Shielded-VM-capable. Integrity monitoring compares boot measurements against a known-good baseline to detect boot-sequence tampering.","Secure Boot — the control that actually blocks unsigned bootloaders/kernels/rootkits — is OFF by default, explicitly because it can break unsigned GPU/third-party drivers. This is the exact footgun for AI/GPU fleets: the workloads most likely to need attestation (nodes loading NVIDIA drivers) are the ones where Secure Boot is most likely left disabled for compatibility. vTPM/integrity-monitoring-on-by-default only applies when a Shielded image is used; nothing forces Shielded VM org-wide unless a team sets the compute.requireShieldedVm org policy constraint, which is not part of the May 2024 secure-by-default baseline.","GPU VMs running proprietary training/inference run with Secure Boot disabled (for driver compatibility), so a bootkit or unsigned malicious kernel module on the host goes undetected by the strongest available boot defense.",Documented,https://cloud.google.com/compute/shielded-vm/docs/shielded-vm — 'Compute Engine enables the virtual Trusted Platform Module (vTPM) and integrity monitoring options by default... Compute Engine does not enable Secure Boot by default because unsigned drivers and other low-level software might not be compatible.'
GCP,supply_chain,"Confidential Computing — Confidential VM / Confidential GKE (SEV-SNP, TDX) and attestation",present,"Confidential VM encrypts memory in use via AMD SEV / SEV-SNP and Intel TDX, with Confidential GKE node pools available, protecting data-in-use from the hypervisor/host. It provides remote attestation: SEV-SNP launch measurements (including virtual firmware) are hardware-attested by the AMD Secure Processor, while bootloader/kernel/userspace measurements are stored in the Shielded VM vTPM (software-attested), backed by Google's Titan root-of-trust. This is a real sovereignty/IP-protection differentiator for sensitive model weights in memory.","Entirely opt-in and not the default — VMs and GKE nodes run without memory encryption unless Confidential Computing is explicitly selected, and it carries machine-type, region, performance, and feature constraints (e.g., limits on certain GPU/accelerator combinations and live migration), so the highest-value AI/GPU workloads often can't or don't enable it. There is no org-wide default forcing Confidential VM. Attestation is a mix of hardware- and software-rooted measurements, so the userspace trust still relies on the vTPM chain rather than pure hardware attestation.","Proprietary model weights are processed in plaintext host memory on standard (non-confidential) instances because Confidential VM was never opted into, leaving data-in-use exposed to a compromised hypervisor or insider with host access.",Documented,https://docs.cloud.google.com/confidential-computing/confidential-vm/docs/confidential-vm-overview and attestation https://docs.cloud.google.com/confidential-computing/confidential-vm/docs/attestation-overview
GCP,supply_chain,Cloud KMS / CMEK / Cloud HSM — key custody and default encryption,present,"All data at rest in Google Cloud is encrypted by default with Google-managed keys (no configuration). Customers can layer Customer-Managed Encryption Keys (CMEK) via Cloud KMS to wrap data-encryption keys, with software keys, FIPS 140-2 Level 3 validated Cloud HSM hardware keys, and key import. Keys can have IAM separated from compute, scheduled automatic rotation, and CMEK org policy constraints to require CMEK on supported services.","Default encryption uses Google-held keys — Google retains key custody unless the org explicitly adopts CMEK, and CMEK is opt-in per resource/service rather than default. Requiring CMEK across many projects depends on setting (and centrally managing) org policy constraints; absent that, individual teams default to Google-managed keys with no separation of key admin from data admin. CMEK adds rotation and key-destruction operational risk (a destroyed/disabled key renders data unrecoverable), shifting failure modes onto the org.","Sensitive buckets/disks holding source code and model weights are encrypted only with Google-managed keys (no customer key custody or independent revocation), or a team's CMEK key is mis-scoped/destroyed, causing permanent data loss.",Documented,https://docs.cloud.google.com/docs/security/key-management-deep-dive (default encryption) and https://cloud.google.com/security/products/security-key-management (Cloud HSM FIPS 140-2 Level 3)
GCP,supply_chain,Cloud External Key Manager (EKM) — hold-your-own-key sovereignty control,present,"Cloud EKM lets the customer hold key material in an external partner KMS/HSM (Fortanix, Futurex, Thales, etc.) entirely outside Google; per Google, externally managed keys 'are never cached or stored within Google Cloud.' Two protection levels exist: EXTERNAL (over the internet) and EXTERNAL_VPC (via VPC). This is a strong sovereignty/HYOK control — Google performs crypto operations only by calling out to the external key, so the customer can revoke Google's ability to decrypt by withholding the key.","EKM introduces a hard external availability dependency: if the external key manager is unreachable, KMS returns FAILED_PRECONDITION and dependent data becomes inaccessible, and some services delete resources after a sustained outage (e.g., Spanner deletes databases after 30 consecutive days of key inaccessibility). It is fully opt-in and operationally heavy, with latency and uptime now gated on the customer's own key infrastructure — so the strongest sovereignty control is also the easiest to turn into a self-inflicted outage or data-loss event. Not all services support EKM.","An org adopts EKM for IP sovereignty over model weights, but an outage of its external key manager (or a 30-day inaccessibility window) causes a production outage or permanent deletion of a backing datastore.",Documented,"https://docs.cloud.google.com/kms/docs/ekm — 'You control the location and distribution of your externally managed keys. Externally managed keys are never cached or stored within Google Cloud... If you lose keys that you manage outside of Google Cloud, Google can't recover your data.'"
