platform,signal,probe,status,finding,gap,risk,doc_quality,evidence
AWS,identity_granularity,"Cross-service confused-deputy protection: aws:SourceArn / aws:SourceAccount on resource-based policies for AWS services acting on your behalf (S3/SNS/SQS/KMS/CloudTrail, etc.)",partial,"AWS supports aws:SourceArn, aws:SourceAccount (and the newer aws:SourceOrgID / aws:SourceOrgPaths) as the documented defense against the cross-SERVICE confused-deputy problem, where a service principal (e.g., cloudtrail.amazonaws.com, sns.amazonaws.com) is granted access to your S3 bucket / KMS key / SQS queue via a resource-based policy. These conditions are OPT-IN and DEFAULT-OFF: a resource policy that allows a service Principal with no Source* condition will accept requests the service makes on behalf of ANY account, so an unauthorized actor who knows your resource name (e.g., bucket name) can have the service write to it. AWS recommends Source* keys 'wherever an AWS service principal is granted permission to access one of your resources' and notes aws:SourceArn (full ARN) is the strongest. AWS also now documents using Resource Control Policies (RCPs) with aws:SourceOrgID to centrally enforce this across an Organization without editing every resource policy — a genuine strength for a multi-account org.","Two documented footguns. (1) DEFAULT-OFF with no platform enforcement: AWS-generated and console-generated resource policies for service integrations frequently omit Source* conditions, and AWS explicitly states it is the customer's job to add them; per-service support is INCONSISTENT (the docs say 'see the documentation of the services you use... whether aws:SourceArn/SourceAccount... are supported'), so an org cannot assume a uniform control. (2) aws:SourceArn-with-wildcards / aws:SourceAccount-only weakens the control to account granularity, and AWS's own KMS/grant note shows some services rely on separate, service-specific mechanisms (encryption context) rather than Source* — meaning the same condition keys are not a universal answer. For an org with many accounts and many service integrations writing logs/notifications/data into shared S3/KMS, each unguarded resource policy is an independent confused-deputy exposure that no single default closes; the RCP-based central enforcement is itself opt-in and must be authored.","A shared logging/data S3 bucket or KMS key whose resource policy trusts a service principal with no aws:SourceArn/SourceAccount condition can be coerced by an actor in an unrelated account (who knows the resource name) into having the service write to or use it on their behalf — data-injection into the org's logging/IP stores. The exposure is per-resource-policy, silent, and inconsistently mitigated because service support for the keys varies.",Documented,"https://docs.aws.amazon.com/IAM/latest/UserGuide/confused-deputy.html ('an S3 bucket that trusts the CloudTrail service principal with no conditions could receive CloudTrail logs from... an unauthorized actor in their AWS account, if they know the name of the S3 bucket'; 'We recommend using aws:SourceArn, aws:SourceAccount, aws:SourceOrgID, or aws:SourceOrgPaths... wherever an AWS service principal is granted permission'); per-service pages e.g. https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/cross-service-confused-deputy-prevention.html and https://docs.aws.amazon.com/datasync/latest/userguide/cross-service-confused-deputy-prevention.html"
AWS,identity_granularity,"IAM Access Analyzer external-access analyzer as the primary 'is our IP reachable by an outside principal?' detection control: coverage, defaults, and resource-policy-only scope",partial,"The external access analyzer uses automated (Zelkova-style) logic-based reasoning to flag resources reachable by a principal outside the configured zone of trust (org or account). It covers 15 resource types directly relevant to IP exfiltration: S3 general-purpose AND directory buckets, IAM role trust policies, KMS keys (policies + grants), Lambda functions and layers, SQS, Secrets Manager, SNS, ECR repositories, EFS, EBS volume snapshots, RDS DB and DB-cluster snapshots, and DynamoDB tables and streams. The external analyzer carries NO additional charge, can be scoped to the whole Organization as the zone of trust (so cross-account-within-org sharing is treated as trusted), re-analyzes a changed policy within ~30 minutes, and surfaces a public-vs-cross-account dashboard. HOWEVER three structural limits matter: (1) it is OPT-IN and NOT auto-created — Security Hub control IAM.28 / CIS 1.20 exists precisely because accounts ship with no analyzer; (2) external-access analysis is per-Region — the docs state 'IAM Access Analyzer analyzes only policies applied to resources in the same AWS Region where it's enabled... you must create an external access analyzer in each Region', so a single org analyzer does NOT cover a GPU/model workload spun up in an unmonitored Region; (3) it analyzes ONLY resource-based policies (plus S3 ACLs / snapshot share-ACLs), so exposure via identity-based policies, RAM shares of RDS clusters/clones, or cross-account S3 access-point policies (explicitly 'not analyzed... outside the analyzer account') is invisible.","For a multi-team org holding proprietary IP, the control that answers 'is any IP reachable externally?' is default-OFF and Region-scoped, so coverage depends on org-wide enforced enablement in every Region (Control Tower / SCP / IaC), not on a default. Its resource-policy-only scope means whole classes of exposure (identity-based cross-account grants, RAM-shared RDS clusters, cross-account S3 access points) are silently out of scope, and a KMS key whose policy doesn't grant the analyzer SLR read access produces an ACCESS_DENIED 'error finding' rather than a confident 'no external access' — a blind spot that reads as clean unless someone inspects error findings.","A model-weights bucket, a Secrets Manager secret, an ECR image, or an EBS/RDS snapshot shared to an outside account in a Region where no analyzer was created generates no finding at all; and an over-locked KMS key protecting model weights can sit in an unanalyzed ACCESS_DENIED state that is easy to mistake for 'not externally shared'.",Documented but Misleading,"https://docs.aws.amazon.com/IAM/latest/UserGuide/what-is-access-analyzer.html — 'For external access, IAM Access Analyzer analyzes only policies applied to resources in the same AWS Region where it's enabled. To monitor all resources in your AWS environment, you must create an external access analyzer to enable IAM Access Analyzer in each Region.' Resource list and exclusions: https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-resources.html (S3 cross-account access points 'not analyzed'; RDS RAM shares not monitored). Opt-in confirmation: https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html (IAM.28 fails 'if the account doesn't have an external access analyzer enabled in your currently selected AWS Region')."
AWS,identity_granularity,Least-privilege governance at scale: unused-access analyzer (unused roles/keys/permissions) plus custom-policy-checks in CI (CheckNoNewAccess / CheckAccessNotGranted / CheckNoPublicAccess),present,"Two distinct least-privilege engines exist and are org-aware. (1) The unused-access analyzer continuously reviews last-accessed data across all IAM roles and users in the org (via a delegated administrator) and flags unused roles, unused IAM-user access keys, unused passwords, and — for active principals — unused services and actions, feeding a findings dashboard. It is paid: $0.20 per IAM role or user analyzed per analyzer per month (service-linked roles excluded), and because it is global a single analyzer covers all Regions in a partition (unlike the external analyzer), but a per-Region analyzer is billed per Region if duplicated. (2) Preventive checks shift left into CI/CD: CheckNoNewAccess (does this policy grant more than a reference baseline?), CheckAccessNotGranted (does it grant a forbidden action such as iam:DeleteRole or a data-exfil action?), and CheckNoPublicAccess (does a resource policy allow public access?), invokable in a PR pipeline to block a widening grant before deploy at $0.0020/API call. Free ValidatePolicy adds grammar + best-practice linting. AWS publishes reference-policy samples (aws-samples/iam-access-analyzer-custom-policy-check-samples) for these checks.","Both engines are opt-in and the strongest ones cost money, so least-privilege at scale is a deliberate spend, not a default: the unused-access analyzer must be created (and is billed per role/user/month), and the preventive CheckNoNewAccess/CheckAccessNotGranted gate only protects pipelines a team chooses to wire it into — it is an API, not an enforced Organization guardrail, so a team that authors policy outside the gated pipeline (console, ClickOps, un-instrumented IaC) bypasses it entirely. Unused-access also covers only IAM users and roles, not resource-policy breadth, and SCPs/RCPs/permission boundaries are governed separately.","Across many teams, role and access-key sprawl accumulates unless someone funds and acts on the paid unused-access findings; and a developer can widen a role toward the org's source/model-weights stores through any authoring path that skips the CI custom-policy-check, since the check is voluntary tooling rather than an organization-enforced deny.",Documented,"Unused access scope + org delegated admin: https://docs.aws.amazon.com/IAM/latest/UserGuide/what-is-access-analyzer.html and https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-delegated-administrator.html . Pricing ($0.20/role-or-user/month unused; $0.0020/custom-policy-check API call): https://aws.amazon.com/iam/access-analyzer/pricing/ . Custom policy checks (CheckNoNewAccess, CheckAccessNotGranted, CheckNoPublicAccess) in CI: https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-custom-policy-checks.html and https://aws.amazon.com/blogs/security/introducing-iam-access-analyzer-custom-policy-checks/"
AWS,supply_chain,"ECR private registry authentication (IAM-based, no shared/cross-tenant credentials)",present,"ECR uses IAM exclusively for auth. A docker/notation login obtains a base64 authorization token via GetAuthorizationToken whose permission scope exactly equals the calling IAM principal's, valid 12 hours; there are no long-lived registry passwords and no credential shared across accounts/tenants. Cross-account pulls are governed by repository (resource) policies plus IAM, both of which must allow the action. Private repos are private by default. This is the well-architected expectation and it is met.","The 12-hour token is bearer-style: anyone who exfiltrates a node's cached ECR token (or the credential helper output) can pull any repo the node's role can reach for the token lifetime. There is no per-image scoping inside a registry token; scoping is only as fine as the IAM/role boundary, so a broadly-scoped node role flattens repo isolation across a multi-team org.","A compromised CI runner or EKS node with a broad ECR pull role can pull another team's proprietary model/image. Repo isolation depends entirely on disciplined per-repo IAM/resource policies, which are not the default.",Documented,https://docs.aws.amazon.com/AmazonECR/latest/userguide/registry_auth.html
AWS,supply_chain,ECR image signing AND verification enforcement (sign vs. actually block unsigned images),partial,"ECR supports signing via AWS Signer with two modes: managed signing (auto-sign on push, GA Nov 2025) and manual Notation-CLI signing; signatures are stored as OCI artifacts beside the image. Signing is opt-in (off by default). Verification/enforcement is uneven and largely customer-assembled: neither EKS nor ECS ships a native AWS-managed gate — EKS verification requires customer-installed third-party admission controllers (Gatekeeper+Ratify or Kyverno, each with the AWS Signer plugin) plus a Notation trust store/policy, and ECS requires a custom Lambda wired to task lifecycle/EventBridge; there is also NO native gate for raw EC2 or Lambda container images. Out of the box, an unsigned or tampered image runs fine everywhere.",'ECR supports image signing' implies supply-chain integrity is on; in reality nothing is signed or verified unless you opt in to signing AND separately stand up enforcement per compute platform. The ECS path is do-it-yourself (Lambda + lifecycle hooks). No registry-level 'reject unsigned pulls' control exists. Compare to a default-deny admission posture: AWS ships none.,"In a multi-team org, a poisoned base image or a maliciously re-pushed tag deploys to ECS/EC2 with no signature gate, exfiltrating IP or model weights at runtime. Teams that 'enabled signing' may falsely believe deploys are verified.",Documented but Misleading,https://docs.aws.amazon.com/AmazonECR/latest/userguide/image-signing-verification.html
AWS,supply_chain,ECR vulnerability scanning depth and default (basic vs. enhanced/Inspector),partial,"Basic scanning is on by default per private registry but only covers OS packages via Clair-style CVE matching and (by default) scans on push of changed images, not continuously. Enhanced scanning via Amazon Inspector adds OS + programming-language-package (application dependency) coverage and continuous re-scan as new CVEs land, but it is explicitly opt-in and billed through Inspector. Activation converts all repos in the registry and can only be deactivated by the Inspector delegated admin.","The high-value coverage (language deps like vulnerable PyPI/npm in ML images, continuous re-scan) is the part that is NOT default-on. A team relying on default basic scanning gets shallow, point-in-time OS-only results and may miss a CVE disclosed after push. Enabling enhanced scanning is an org-level decision tied to Inspector cost, not a per-team toggle.","A SageMaker/EKS GPU image with a vulnerable Python dependency passes basic scanning and is never re-flagged when the CVE drops, leaving an exploitable path to proprietary model weights.",Documented,https://docs.aws.amazon.com/inspector/latest/user/scanning-ecr.html
AWS,supply_chain,"Base AMIs / GPU Deep Learning AMI patch ownership (guest OS, NVIDIA driver/CUDA)",present,"AWS publishes maintained AMIs (Amazon Linux, DLAMI) and BYO AMI is fully supported. Under the shared responsibility model the customer patches the guest OS. For GPU, the DLAMI ships pinned NVIDIA driver + CUDA; AWS scans and periodically republishes DLAMIs, but a running instance is frozen at its launch-time versions and AWS warns against kernel updates that would break driver compatibility. Kernel Live Patching is available on Amazon Linux to apply kernel CVE fixes without reboot.","DLAMI driver/CUDA patching ownership is ambiguous-by-design: AWS ships and pins the driver, but once launched the customer owns updating it, and AWS guidance actively discourages kernel/driver bumps to preserve compatibility. There is no auto-update of the NVIDIA driver/CUDA stack on a live GPU node; the org must re-bake or re-launch from a newer DLAMI. No default mechanism forces this.",GPU fleets running training on proprietary data drift onto an old NVIDIA driver/CUDA with a known CVE because 'don't touch the kernel' guidance and re-bake friction discourage patching; the vulnerable host sits under sensitive model training.,Documented,https://docs.aws.amazon.com/dlami/latest/devguide/important-changes.html
AWS,supply_chain,"Container/compute isolation model (Firecracker microVM, Nitro, EKS shared kernel, GPU)",present,"Lambda and Fargate run each task/invocation in a dedicated Firecracker microVM with its own kernel on Nitro bare-metal, giving VM-grade tenant isolation by default (no shared guest kernel across tenants). All modern EC2 sits on the Nitro System (hardware-offloaded, no hypervisor admin shell). EKS standard worker nodes, by contrast, run pods as Linux containers sharing the node kernel; pods on the same node are only namespace/cgroup-isolated unless you add stronger isolation. Firecracker does not do GPU passthrough, so GPU workloads (Fargate has no GPU; EKS/EC2 GPU) fall back to container-level (shared-kernel) isolation.","The strong microVM isolation does NOT extend to GPU or to standard EKS nodes. Multi-tenant GPU sharing (MIG/time-slicing) and bin-packed EKS pods rely on shared-kernel container isolation, a weaker boundary than the Firecracker story implies. AWS does not default EKS to per-pod microVM isolation; that is a customer architecture choice.","Two teams' workloads co-scheduled on one EKS GPU node share a kernel; a container-escape or GPU-driver bug crosses the team boundary, exposing one team's model weights to another. The 'Firecracker isolates everything' mental model overstates the GPU/EKS reality.",Documented,https://aws.amazon.com/blogs/aws/firecracker-lightweight-virtualization-for-serverless-computing/
AWS,supply_chain,"Hardware/firmware attestation (Nitro System, NitroTPM, Nitro Enclaves, Secure Boot)",present,"Nitro Enclaves provide isolated execution where even root on the parent EC2 instance cannot read enclave memory, and produce a hypervisor-signed attestation document (PCR measurements) that KMS can natively gate key release on. NitroTPM (TPM 2.0) plus UEFI Secure Boot give measured boot and remote attestation: PCR0/1 measure AWS-controlled early boot, PCR4/7/12 validate the AMI/Secure Boot state. These are real, default-available confidential-computing primitives.","Attestation is opt-in and asymmetric: the customer can attest their own boot/enclave state, but the lower layers (Nitro firmware, the security chip, hypervisor) are attested BY AWS and are opaque to the customer — you trust AWS's signature, you cannot independently inspect Nitro firmware. Nitro is not a customer-verifiable open root of trust; there is no third-party-auditable measurement of the Nitro controller itself exposed to tenants.","For an org whose threat model includes the cloud operator, Nitro attestation reduces but does not eliminate trust-in-AWS: the firmware/hardware root remains AWS-attested and unverifiable by the customer, so 'attested' is bounded by trusting AWS's own chain.",Documented,https://docs.aws.amazon.com/enclaves/latest/user/set-up-attestation.html
AWS,supply_chain,KMS key custody and who can decrypt (AWS-managed vs CMK vs CloudHSM vs XKS),present,"Standard KMS keys live in AWS FIPS 140-3-validated HSMs; AWS states no one including AWS employees can export plaintext key material, which never leaves HSM volatile memory. Customer-managed keys (CMKs) let you define exactly which IAM principals can encrypt/decrypt and add a key policy as a second authorization layer beyond resource policy. For stronger custody, CloudHSM-backed custom key stores (single-tenant HSM you control) and External Key Store (XKS, keys physically outside AWS, AWS never touches them) are available.","With standard/AWS-managed keys, AWS still operates the HSMs and the KMS service that performs the crypto, so the operator is in the trust boundary for the decrypt operation even though plaintext key bytes are not exportable. Truly removing AWS from key custody requires XKS (with its own availability/operational risk and no KMS SLA) or CloudHSM. AWS-managed keys also give the customer no key-policy control and limited rotation/audit visibility versus a CMK — the weaker default.",Data encrypted under AWS-managed keys is decryptable by the controlling service path under AWS-operated infrastructure; an org that wants provable 'AWS cannot decrypt my IP' must adopt XKS/CloudHSM and accept the operational burden. Relying on default AWS-managed keys leaves custody and audit weaker than CMKs.,Documented,https://aws.amazon.com/kms/faqs/
AWS,supply_chain,"S3 secure-by-default posture (encryption, Block Public Access, ACLs disabled)",present,"Strong defaults landed in 2023: SSE-S3 (AES-256) is applied to all new object uploads automatically since Jan 5 2023; S3 Block Public Access is auto-enabled and ACLs are disabled (Object Ownership = BucketOwnerEnforced) for all NEW buckets since April 2023 regardless of creation path (console/CLI/SDK/CloudFormation). S3 access control is via IAM/bucket policies, fully separate from compute credentials, and VPC gateway endpoints allow private-only access. This is a genuine well-architected default-on strength.","These defaults apply only to NEW buckets — existing buckets created before the change retain prior (potentially public, ACL-enabled) settings, and the SSE-S3 default uses AWS-managed keys (no customer key policy / no per-bucket KMS custody unless you opt into SSE-KMS). Block Public Access can still be explicitly turned off per bucket. Default encryption protects at-rest only; it is not a substitute for a deny-by-default bucket policy or VPC endpoint restriction, which remain customer-configured.",Legacy buckets holding source code or documents predating April 2023 may still be ACL/public-exposed; and default SSE-S3 means AWS-managed key custody for sensitive IP unless teams deliberately switch to SSE-KMS CMKs.,Documented,https://aws.amazon.com/about-aws/whats-new/2022/12/amazon-s3-automatically-enable-block-public-access-disable-access-control-lists-buckets-april-2023/
AWS,supply_chain,Brokered secrets management (Secrets Manager rotation/injection vs Parameter Store),present,"Secrets Manager supports automatic rotation (native Lambda for RDS/Redshift/DocumentDB, custom for others), fine-grained IAM + resource policies, and CMK encryption. Injection into ECS/Fargate is via task definition secret references resolved by the task EXECUTION role at start (plaintext never in the image/task def); EKS uses the ASCP + Secrets Store CSI driver scoped to specific pods via IAM roles for service accounts. Read-back is the model (you fetch current value), and resource policies allow scoping a secret to specific principals/environments.","SSM Parameter Store (SecureString) is the cheaper, widely-used alternative but has NO native rotation — teams must build custom rotation Lambdas, and there is no rotation-state tracking. Rotation in Secrets Manager is also opt-in per secret, not default. ECS env-var injection surfaces secrets as process environment (readable via /proc or a crash dump to anyone who can exec into the task). IAM scoping a secret to exactly one team/workload is possible but must be hand-written; the default broad-read role footgun applies.","A team standardizing on Parameter Store for model-registry or API credentials silently has no rotation, so a leaked long-lived secret stays valid indefinitely; and env-var injection makes those secrets visible to any code/exec in the container.",Documented,https://docs.aws.amazon.com/secretsmanager/latest/userguide/rotating-secrets.html
AWS,supply_chain,AWS Marketplace third-party AMI/container trust and vetting,partial,"Marketplace runs a self-service AMI/container scan that sellers must pass before listing (must contain no known CVEs/malware per the scanner), AWS reviews submissions against Marketplace policies, and continuously re-scans listings, contacting sellers when new CVEs affect a product. First-party AWS-published AMIs are distinct from third-party seller products.","Vetting is automated CVE/malware scanning plus policy review, NOT a deep security audit or provenance/signing guarantee of third-party code. The scan is point-in-time at submission; a clean scan does not attest the seller's build pipeline or that the running software matches reviewed source. Third-party Marketplace AMIs/containers are a real supply-chain trust boundary the org inherits, and there is no signed-provenance requirement comparable to signing your own ECR images.",Pulling a third-party GPU/ML AMI or container from Marketplace into accounts holding proprietary IP imports a supply-chain dependency vetted only by automated scanning; a backdoored-but-CVE-clean image could pass and run alongside sensitive workloads.,Documented but Misleading,https://docs.aws.amazon.com/marketplace/latest/userguide/product-and-ami-policies.html
AWS,supply_chain,"Bedrock preventive AI controls: mandatory Guardrails enforcement (bedrock:GuardrailIdentifier), model-scoped IAM, and PrivateLink-to-Bedrock endpoint policies",partial,"AWS shipped the preventive primitives, but every one is opt-in and several carry documented bypasses. (1) Guardrails (content filters, PII redaction, denied topics, prompt-injection/contextual-grounding) are NEVER applied by default; until 18 March 2025 they were optional per API call and a developer could omit them entirely. The new bedrock:GuardrailIdentifier IAM condition key lets you Deny InvokeModel/InvokeModelWithResponseStream/Converse/ConverseStream when the request doesn't carry a specific guardrail ARN+version. But the docs themselves list bypasses: a caller 'can bypass applying a guardrail in their prompt by using guardrail input tags' (request-side filtering is skipped; only the response is guarded), the key breaks RetrieveAndGenerate/InvokeAgent (those make internal InvokeModel calls without the guardrail, causing AccessDenied), and Guardrails do not support resource-based policies so enforcement is single-account only. (2) Model-scoped IAM works: bedrock:InvokeModel can be pinned to a specific foundation-model ARN (e.g. arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-...) in both identity policies and VPC endpoint policies, which constrains a compromised role from invoking arbitrary/expensive models. (3) PrivateLink interface endpoints (com.amazonaws.<region>.bedrock-runtime) keep prompts/embeddings off the public internet, and the endpoint policy can pin bedrock:InvokeModel to specific model ARNs. However Bedrock is reachable over the public internet by default (PrivateLink is opt-in), and crucially 'The default endpoint policy allows full access to Amazon Bedrock through the interface endpoint' — so a PrivateLink endpoint added for network privacy does NOT restrict actions or models unless a custom endpoint policy is authored.","Three opt-in gaps stack against a multi-team org protecting proprietary prompts/IP: (a) no account- or org-wide default that forces a guardrail on every invocation — enforcement must be hand-written as paired Allow+Deny IAM statements per account, and even then is bypassable on the request side via input tags and incompatible with Agents/Knowledge-Base flows; (b) guardrail enforcement cannot span accounts (no resource-based policy), so a central security team cannot mandate one org-wide guardrail across many member accounts — it must be recreated and re-referenced in each account; (c) the default VPC endpoint policy is full-access, so the common 'we added PrivateLink' assumption gives network privacy but zero action/model restriction. None of these are SCP-enforceable defaults; they are per-account authoring exercises.","A compromised or careless role can invoke any enabled foundation model with no content/PII/prompt-injection guardrail simply by omitting the guardrail parameter or using input tags, exfiltrating proprietary prompts/embeddings or running up cost on arbitrary models — unless every account independently authors the Deny-on-mismatch policy AND a restrictive endpoint policy. Teams that 'enabled Guardrails' or 'added a Bedrock VPC endpoint' may believe they have enforcement they do not have.",Documented but Misleading,"https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-permissions-id.html (bedrock:GuardrailIdentifier examples + 'Limitations': input-tag bypass, RetrieveAndGenerate/InvokeAgent breakage, no cross-account); announced 2025-03-18 at https://aws.amazon.com/blogs/machine-learning/amazon-bedrock-guardrails-announces-iam-policy-based-enforcement-to-deliver-safe-ai-interactions/ ; default endpoint policy 'allows full access' + model-ARN-scoped example at https://docs.aws.amazon.com/bedrock/latest/userguide/vpc-interface-endpoints.html"
AWS,supply_chain,"SageMaker network isolation defaults (VPC-only training/endpoints, no direct internet) and Bedrock fine-tuning data isolation (your data never trains the base model)",partial,"Two distinct realities. (1) SageMaker network isolation is OPT-IN and the insecure state is the default: AWS states 'SageMaker AI training and deployed inference containers are internet-enabled by default,' explicitly warning this 'could provide an avenue for unauthorized access to your data... a malicious user or code... could access your data and transfer it to a remote host.' Isolation requires setting EnableNetworkIsolation=True on CreateTrainingJob/CreateModel/CreateHyperParameterTuningJob; once set it cannot be changed (per-job, immutable). VPC attachment (VpcConfig) is a separate opt-in, and classic notebook instances default to direct internet access that cannot be disabled after creation (must recreate). So 'VPC-only, no direct internet, no root' is achievable but is a deliberate multi-flag configuration, not a default — Security Hub even ships dedicated controls flagging notebooks/training jobs/models lacking isolation. (2) By contrast, Bedrock fine-tuning data isolation is a genuine, documented default-on strength: 'When you fine-tune an FM on Amazon Bedrock, it is based on a private copy of that model' — your training/validation data 'isn't used to train the base ... models or distributed to third parties,' is not stored after the job, and the resulting custom model is encrypted with your KMS key and accessible only to you. Customer inputs/outputs are not shared with model providers nor used to improve base FMs.","The SageMaker side inverts least-privilege-by-default: the data-exfiltration-resistant posture (EnableNetworkIsolation + VpcConfig + no direct internet + disabled root in Studio/notebooks) is several independent opt-in flags, each immutable post-creation, with no single 'isolate everything' switch and no org-level default — enforcement falls to SCPs/Security Hub detection after the fact rather than a secure default. For a multi-team org running training on proprietary model weights and source data, any team that forgets a flag ships a container that can phone home. The Bedrock fine-tune isolation is the opposite and needs no further hardening.","A training or inference container launched with default settings retains outbound internet egress and AWS credentials in the runtime, so a poisoned dependency or malicious training script can exfiltrate proprietary datasets or model weights to a remote host — the exact threat AWS's own doc describes — unless every job explicitly opts into network isolation, which cannot be retrofitted onto a running job.",Documented,SageMaker 'internet-enabled by default' + EnableNetworkIsolation opt-in/immutable: https://docs.aws.amazon.com/sagemaker/latest/dg/mkt-algo-model-internet-free.html ; Security Hub SageMaker isolation controls: https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html ; Bedrock private-copy fine-tune + data-not-used-to-train-base FAQ: https://aws.amazon.com/bedrock/faqs/
AWS,org_maturity,"Named product security organization and leadership (Amazon CSO, AWS CISO, Security Assurance)",present,"Amazon/AWS has a clearly named, public security leadership chain: Steve Schmidt is Amazon Chief Security Officer (covering AWS, amazon.com, Devices, Kuiper, etc.), Amy Herzog is the current AWS VP & CISO (since June 2025; ex-MITRE principal security engineer, prior CISO for Amazon Devices & Services / Ads), and Chris Betz — AWS CISO from Aug 2023, ex-Capital One CISO — moved to VP of Infrastructure Security at AWS in June 2025, and a dedicated AWS Security Assurance organization (led by a named VP/Director) owns the audit/compliance program. AWS publishes named 'Security Profile' interviews and an Executive Insights security hub. The org is mature, staffed at the C-level, and externally identifiable.","None material for a multi-team org. The security org is one of the most mature and visibly-staffed of any cloud provider. The only nuance is that 'AWS Security Assurance Services' (a paid consulting/QSA arm) is distinct from the internal AWS Security org, and customers should not conflate the two when scoping who is accountable for their workloads.","Low. A customer holding proprietary IP can identify and escalate to a named, accountable security organization. No realistic risk that there is 'no one home.'",Documented,https://aws.amazon.com/blogs/security/aws-security-profile-chris-betz-ciso-of-aws/ and https://aws.amazon.com/executive-insights/content/conversations-with-security-leaders/
AWS,org_maturity,Vulnerability Disclosure Program (VDP) and safe-harbor language for AWS services,present,"AWS runs a public Vulnerability Disclosure Program on HackerOne (hackerone.com/aws_vdp) plus aws-security@amazon.com (PGP available). It carries explicit good-faith/safe-harbor language: AWS 'will not bring legal action against you or report you for Good Faith Security Research, including for bypassing technological measures,' and commits to a non-automated receipt acknowledgment within 24 hours and monthly check-ins. AWS is also a CVE Numbering Authority (Amazon CNA) and issues CVEs for its own services.","The VDP requires researchers to report within 72 hours of discovery and to seek pre-engagement guidance — a tighter, more constraining posture than many programs. Safe harbor is conditioned on AWS's good-faith definition, which AWS interprets unilaterally.","Low-to-moderate. The reporting channel and legal safe harbor are real and usable, so externally-found vulns in services hosting your IP have a clear path to AWS. The 72-hour reporting clock mainly constrains the researcher, not AWS's remediation.",Documented,https://aws.amazon.com/security/vulnerability-reporting/ and https://hackerone.com/aws_vdp
AWS,org_maturity,Paid public bug bounty covering AWS infrastructure services,partial,"AWS's public, monetary bug bounty (the Amazon Vulnerability Research Program, hackerone.com/amazonvrp, paying up to ~$25k) is scoped to Amazon retail/consumer/devices/Alexa assets — NOT core AWS cloud infrastructure (EC2, S3, IAM, SageMaker, Bedrock). For AWS cloud services, the only public channel is the UNPAID VDP; monetary rewards for AWS-service vulns exist only via a private, invite-only AWS Bug Bounty Program that researchers reach by nomination after VDP participation. AWS has been publicly criticized by researchers (e.g., Nick Frichette) for lacking a full public paid bounty on AWS services.","There is no open, financially-incentivized bounty pointed at the exact services (SageMaker, Bedrock, EKS, S3, IAM) that would host this org's model weights and source code. The economic incentive that surfaces deep multi-tenant isolation bugs is gated behind a private invite list, which structurally reduces external research pressure on AWS's most IP-relevant surfaces.",Moderate. Cross-tenant isolation flaws in the managed AI/compute services holding proprietary IP get less paid external scrutiny than a public bounty would generate. You are relying more on AWS internal testing and the unpaid VDP than on a market of incentivized researchers.,Documented but Misleading,https://www.thestack.technology/aws-launches-vulnerability-disclosure-program-no-public-bug-bounty/ and https://hackerone.com/amazonvrp
AWS,org_maturity,Customer-facing incident response: CIRT vs. paid Security Incident Response service,present,"Two distinct things exist and are easy to conflate. (1) The AWS Customer Incident Response Team (CIRT) is a 24/7 team engageable by ANY customer via a support case 'regardless of support plan level' at no separate charge; it triages active security events, does root-cause via AWS service logs, and gives recovery guidance. (2) AWS Security Incident Response (GA Dec 2024) is a PAID subscription product (originally ~$7k/month minimum, repriced Nov 2025 to metered: first 10k findings/month free, then ~$0.000676/finding; bundled free with Enterprise Support / Unified Operations) that adds automated triage, case management, and pre-engaged 24/7 access. CIRT's scope is explicitly limited to AWS infrastructure/control-plane analysis — OS forensics, memory analysis, and app code review are pushed to third-party DFIR partners.","Engagement severity (and thus effective responsiveness) for the free CIRT path is tied to support tier — Basic-plan customers can only open a 'General question' severity case, while Enterprise gets 'Critical business risk.' Meaningful IR SLAs effectively require a paid Support plan or the paid Security Incident Response subscription. CIRT does NOT do deep forensics on your instances/data; that is your responsibility or a third party's.","Moderate. During an active compromise of your IP, an org on a low support tier gets slower, lower-severity triage and no AWS-led forensics on the workload itself. Budgeting Enterprise Support or the IR subscription is effectively required for credible incident response at organizational scale.",Documented,https://docs.aws.amazon.com/security-ir/latest/userguide/understand-response-teams-and-support.html and https://aws.amazon.com/blogs/security/welcoming-the-aws-customer-incident-response-team/ and https://aws.amazon.com/about-aws/whats-new/2025/11/security-incident-response-metered-pricing-free-tier/
